osm_id,name,city,state,lat,lon
542948087,,,,-23.9062516,-46.4234354
542950233,,,,-23.8869386,-46.4181348
543602317,,,,-23.2292495,-45.8995158
543670038,,,,-24.7280919,-48.1148042
543692688,,,,-5.7664827,-35.2561417
543715188,,,,-19.6237207,-44.042669
543792629,,,,-22.3909557,-47.5640233
543804856,,,,-23.1569153,-45.8900784
543830059,,,,-23.6312255,-45.4317667
543830063,Pedro Henrique Amorim Cunha Cruz  - Pedrinho Blackflip,,,-23.6230784,-45.4067788
543862800,Pista de skateboard,,,-26.1795831,-50.3945683
543882852,Skate Park Guaiba,,,-30.115705,-51.3139349
543883231,,,,-22.3338986,-47.1732817
543883728,,,,-25.3901756,-51.4616898
543890927,,,,-25.3857013,-51.4693492
543891085,,,,-29.91372,-51.1949916
543894392,,,,-22.9500966,-46.9787132
543958914,,,,-28.266657,-52.4031741
543967933,,,,-32.5570261,-53.382711
543972069,,Malacacheta,,-17.8542912,-42.0768679
544161404,,,,-9.3731953,-40.4957598
544224697,,,,-23.0958837,-48.9266129
544524485,,,,-5.5260303,-47.4892127
544525132,,,,-25.4208586,-49.274839
544599854,,,,-22.4235589,-46.8257086
544607517,,,,-2.9832411,-47.3548234
544673216,,,,-21.4899558,-47.3685591
544690942,,,,-22.2134975,-54.8346784
544775250,,,,-28.4813991,-49.0033112
544813933,,,,-22.2276323,-54.8525651
544834459,,,,-22.1368238,-47.4545671
544909492,,,,-22.8007718,-45.209067
544921677,,,,-27.2091418,-49.6508917
545037939,,,,-22.7960201,-43.2054938
545037942,,,,-22.7938055,-43.1993126
545129545,,,,-15.603175,-47.6519503
545249362,,,,-22.2984967,-44.9373597
545292135,,,,-28.4497276,-48.9573178
545345975,,,,-20.8221642,-49.5251389
545370861,,,,-27.0935173,-48.9190842
545535908,,,,-10.7169782,-38.1740289
545592969,,,,-23.5140701,-46.5414203
545892655,,,,-28.4595743,-48.9823557
546213589,,,,-22.8834732,-43.3677507
546594801,,,,-19.4908837,-46.5460317
546692738,,,,-21.9515831,-43.4174558
546710003,,,,-26.5599882,-52.5314563
546721748,,,,-25.0949752,-50.155297
546751046,,,,-23.5280642,-47.1333212
546823420,,,,-23.473566,-52.558197
546856428,,,,-21.6776586,-49.7342159
546926026,Pista de skate São Marcos,,,-22.9373293,-46.9957762
547046639,,,,-30.8607056,-51.8045073
547096192,,,,-20.4534092,-53.7663736
547099713,,,,-22.7102741,-47.6821602
547140493,Skatepark da Lagoa,,,-22.9790811,-43.2168625
547166684,Pista de Skate,,,-13.4437918,-49.1412474
547373957,,,,-21.4253753,-45.9614606
547872340,,,,-22.7526582,-50.3742444
548001103,,,,-25.4466433,-49.2747954
548122569,,,,-29.5805852,-51.3654281
548197119,,,,-22.0731322,-50.3073245
548344921,,,,-22.7837506,-45.1818172
548550614,,,,-20.3347779,-40.3309098
548625255,,,,-8.7423985,-63.8988667
548632103,,,,-25.5965641,-49.3901108
548636091,,,,-22.974661,-43.4922363
548721901,,,,-22.5507516,-47.4098437
548764310,,Canoas,,-29.9027823,-51.1882097
548857756,,,,-23.515479,-46.8327252
548857757,,,,-23.5158605,-46.8331254
548936704,Skatepark Samambaia,,,-15.8818072,-48.082796
548989405,Pista de Skate Jorge Tebet,,,-23.4399156,-46.9106671
549174585,Pista de Skate,,,-23.263183,-47.3105205
549187713,,,,-5.1125884,-36.6349936
549198508,,Ribeirão Pires,,-23.709884,-46.4057604
549202600,,,,-25.508546,-49.1895565
549202695,Pista de Skate Julio Francisco Branco,conchas,,-23.0198619,-48.014208
